V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	Amount
0.174426212	1.420710917	-0.196029107	1.955998484	0.427072816	0.891294553	0.551309072	0.477450674	0.335446973	-0.294928946	-0.207641058	-0.182982643	1.004517766	0.475574344	-0.637706725	-0.102112225	0.629043844	-1.130459921	-0.102341277	-2.009132716	0.103152431	0.821170993	-0.683754153	0.625469358	0.88743934	-0.769189455	0.463404158	1.433575416	87.57459509
0.159740417	-0.087568062	0.708007021	0.185078748	1.19730797	-0.748477388	0.510039881	-0.032367173	2.015524033	1.160966851	-0.570559364	0.054642065	-1.946684963	0.522379808	-0.274894092	-1.611074228	-0.575497703	-2.173047646	-0.838187875	-0.098501284	-1.985675943	-1.166017857	0.186861548	0.415244899	-1.298085582	-0.414583209	1.349016525	0.676938485	23.42491694
2.715785771	-0.361289057	-0.776261765	1.125131245	0.186218545	1.216157241	-0.338199258	1.545777797	0.580865258	-0.037734651	0.650548295	1.576674939	0.446077654	-0.596263779	1.554948153	-0.909465674	0.087164606	0.454748526	0.779096209	-0.210765271	-0.340453702	0.376750444	-1.522331499	-0.408312503	1.489325487	0.000805001	-0.068851009	0.236178584	84.20146306
1.387011688	-0.874008564	1.082162882	0.339892699	-0.058179395	-0.376264532	-0.927065878	-0.290658662	1.85716004	0.634212172	-0.391529809	0.213058261	0.15526319	-0.728015841	0.268857664	-1.145195658	0.493385636	-0.572967369	-0.564355001	0.738831195	1.291393005	-1.335612986	0.730974466	1.725872463	-0.187602606	0.629070811	0.714097408	-1.444909843	37.99407994
-0.91309294	0.84938998	-0.426400419	-2.207927272	-1.36496449	-0.032751552	1.354965263	-0.432834302	1.370896416	-0.986643668	0.501960098	-1.39670647	-0.508045019	0.676255646	0.150425298	-0.266656678	0.114424072	1.004882556	-0.90174287	-1.775606168	-0.999532565	1.337358275	-0.524817538	0.467049915	-0.751702027	0.763171332	-0.344318809	0.057788497	42.49206642
-1.053827502	0.596086825	-0.670496255	-0.288916499	2.09073949	-0.709105379	1.58805479	-0.836550749	-0.933233835	0.256054287	-0.849238435	-0.667119213	-0.989444221	-1.262241508	-0.181252162	0.521882401	-0.240736125	-1.05029625	0.150714432	-0.720943575	-1.600917593	0.473565095	-0.155805867	-0.565486423	0.724536849	-2.20179114	-0.946479163	0.60862459	73.4974515
0.506287001	0.820327271	-1.129014051	-0.753380795	0.243461548	0.258910131	-0.537157427	-1.370364053	-0.410282978	-0.480962233	-1.413658297	1.935953628	-0.019834835	-0.001516983	0.181289924	1.237825842	1.121890976	-0.25607106	1.195883417	-0.093129575	-1.95460191	0.528604812	-1.749667644	0.076912008	-1.600203029	-1.12782137	-0.097070336	0.167631271	35.07026711
0.845292578	-1.06436903	0.798473598	0.023952964	1.666964966	1.102140481	0.641774168	-0.264413241	0.983152168	-0.115383786	1.023754901	0.379332918	-0.002433823	1.65481444	1.606307012	0.640862615	0.559590758	0.687945587	-1.347712388	0.717907273	-1.389206101	0.37166493	-0.644064746	-0.858347641	0.452831968	1.402464894	0.593296033	0.723736873	0.838238399
-0.213280883	-0.48293112	-0.703700943	-1.731678696	-0.216776496	0.900533484	0.395914911	-0.444547272	0.79153313	-1.178969776	0.325963819	-1.726516801	-0.257631799	-1.367406824	-0.519211434	0.147111261	0.255176497	0.043936479	0.664502734	-0.040503364	-0.693575303	0.842996611	-0.548053425	0.235274748	-0.350681335	-1.281904792	0.475671168	-0.158277277	39.42066755
-0.677564913	-2.147299033	-0.802032701	0.026589288	-0.152890018	3.079870919	0.535371054	-0.176457705	0.719412083	-1.300790739	0.464615203	1.902964947	1.000700018	-0.252184188	-0.765675906	-0.343276194	0.014995878	0.231628012	1.395077685	-0.369153898	-2.165739666	0.283871502	-1.068961794	0.49624354	-0.349167313	1.487665248	-0.093740835	-1.396896565	53.36403141
-1.062965402	0.831082033	0.180410385	-0.33317269	-0.487060951	0.076805623	2.896535113	0.900003759	0.537136476	0.256204025	-1.206795727	-1.050029907	0.637211729	-2.344716003	1.955774195	2.215680608	-1.213809696	-0.452039578	1.247457407	0.964578213	0.661434263	-0.200242349	-2.758820655	-1.262119756	0.62175998	-0.884037756	-0.335204666	1.805517584	82.57598991
-1.78797889	-2.304193281	-0.833701852	0.954015594	1.88873949	-0.718835087	0.783538407	1.529906707	-1.28127495	0.482215491	-0.928389375	-1.657832479	-0.455662641	0.811111343	1.339531555	1.037532685	0.209504099	-0.223529859	-0.983187019	1.036796589	-0.060227798	-0.654946015	1.199751225	-0.363737884	-2.236841445	-0.122266838	0.611337768	1.391384235	35.81709704
-1.705159306	-1.488992033	0.478664883	-1.100570517	1.157685924	-0.061200981	1.210413561	-1.15708333	-2.337801659	0.424610209	1.183004905	-1.024300079	0.267404356	0.288841794	-0.041354448	0.791380733	0.238151754	0.394990938	0.611756676	1.153382715	-1.884339999	0.177182231	0.040336175	0.115679389	0.096918103	0.310735907	1.785025641	-0.594187179	35.85775805
0.681919107	0.487620068	-0.48416934	0.430248707	-0.684909529	0.772635491	1.151415799	0.726412226	-0.871396601	0.574298071	-1.294044321	0.919730459	-1.168055577	1.292640008	0.715305486	0.023586295	0.964179215	0.284780389	-0.328520384	-1.159037492	-0.211998024	-1.110581902	-1.392898684	-0.875246846	-2.386783976	0.11740611	-2.067346878	-0.821342702	38.51562026
-1.198183167	1.400916801	1.097330051	0.856731926	-0.942155895	0.814954532	2.915834799	-0.435509441	-1.442390054	-0.365502431	-0.697888371	0.2279845	-1.244133976	0.902762822	0.071005265	-0.397139702	-0.023647347	-0.883084684	0.238628743	-0.600332307	0.296664043	0.327955656	0.643830912	0.909451664	-0.519846726	-0.175398192	1.5461621	-0.153075079	15.38823146
0.271093775	-0.981744021	0.737062593	1.49942565	-0.322347115	1.437827113	1.009077333	0.421041502	0.247197202	1.193772342	0.720126328	-0.266358168	0.745791785	-1.626217522	1.318543538	1.393449042	0.970064306	0.222183892	1.763674137	0.865223587	-0.460108171	0.184603185	1.359351046	-0.719045417	0.199897324	-0.453989199	0.16605989	0.023411987	31.52191162
-1.163397368	2.18891398	-0.488831712	0.660179366	1.443655187	0.073944149	-0.607417301	-0.901304677	-1.060084079	-0.302762296	-1.191764776	-1.263130437	0.055090827	-0.884477176	-0.693892671	0.380085389	0.204156557	-0.572654175	-1.846817307	-0.46806361	-0.083257741	1.649236605	-1.673858425	1.535612043	-0.744307199	-0.449746509	-0.72121764	0.026361068	54.40315075
-0.485769139	0.739150789	0.477294198	0.215683414	1.492437351	-0.810190449	0.563905486	0.663753959	-0.743875227	-0.138508253	2.974617337	0.534349639	-0.948180411	-1.722804019	-0.933166362	1.521467699	0.212099773	-0.953606499	1.492455043	0.219182146	0.266345122	-1.211262879	-0.455485504	-0.076434306	-0.918196804	0.437688963	0.159260397	-0.960962034	28.79063997
-1.125737056	-0.19585854	0.362912492	-0.424570212	0.561217875	-0.295879621	0.416055794	-0.989355064	-0.698124662	-0.410006499	0.207360952	-1.25684134	0.656163026	-0.514768452	0.872139624	0.449458716	-0.421874686	1.041947919	-0.512811855	-0.927007031	-0.879740957	-0.348293053	1.06827247	0.156545902	-1.283588342	-0.57838501	-1.160964515	0.928355331	25.62757406
2.11997633	-1.076434135	1.001096658	0.525017916	-0.303318877	1.573729929	-0.847049782	0.396282985	-2.029592352	1.067128659	0.485476595	0.907349599	0.830440146	-0.915795443	-0.067293756	-0.062671421	0.758039114	0.026448081	-2.711096647	-0.756211076	0.559166675	0.460330306	-0.183219416	0.000584441	-0.643006149	1.179430659	-0.284959442	0.76764511	4.133288642
-1.33547656	1.474132415	1.772295678	-1.080227372	0.733130386	-0.968143541	0.429072147	-2.396834282	-0.547544191	0.04483253	1.060825401	-1.637363475	0.518806061	-0.433436576	0.259515182	-1.178574341	0.312156174	0.200843841	0.217895438	0.318789471	1.074179173	0.649625684	0.126204273	-1.035421976	1.413808833	-2.104465659	-1.922311113	-1.184387971	45.4426595
-0.970203019	-0.587470295	-0.548133139	-0.088561284	0.856387858	0.238359775	-0.404989262	-0.29782011	0.630406011	1.094717385	-0.726129342	-2.612610782	0.661508568	-1.155053492	0.513100265	-0.765347038	0.505810775	0.842930845	3.434911389	-1.227785206	1.796881379	-0.58143534	0.155809531	-2.111568322	-1.171499439	-0.746422661	-0.756093013	1.024522189	16.82931219
-0.16381836	-2.344608259	0.225475092	0.675670067	-0.672470765	0.896290277	-0.239825574	-1.279156145	-2.09660254	1.026753738	-0.520133245	-0.259478992	0.437166007	0.681099093	0.149757549	-0.016315129	-0.954159283	-1.684852504	-0.172471415	0.045162508	-1.289928073	1.996815771	0.548676419	0.980799293	0.102044498	-0.336704561	0.415494398	0.012639867	1.095895546
-0.320339193	0.934494322	0.031065116	0.949701543	0.437032922	-1.528829713	0.691391269	-1.012971766	-0.843070184	1.129561691	-1.841921167	-1.675852039	1.173129686	0.128984297	0.524980676	-1.733660768	-0.560853336	1.518732044	1.205624181	-1.655075711	0.362924109	0.16056764	0.394073551	0.17884327	-0.832461261	0.613254698	-1.833979166	0.732738036	42.83175192
-0.405943732	-1.247642506	-0.855844505	-0.966686144	-0.711577001	-0.525115312	-0.619567116	0.30422644	-1.714983506	0.682473288	-0.998064289	-0.862382843	-0.307757886	-0.3243979	0.496665605	0.414612755	0.230477711	-0.081892425	-0.325800154	0.969482517	0.42479444	-1.948830854	-0.339734178	2.152126593	0.703268057	-0.447218218	1.510730462	0.492650568	218.2799595
0.585072852	0.337447237	1.02603881	0.842074317	0.973338455	-1.379952376	-1.154221466	-1.133967522	0.368651643	0.192370481	0.06292888	-0.147254549	-0.279345942	-0.292372818	-0.725664005	0.298594006	-0.015634711	-1.253799654	1.499685476	1.771084057	-2.268961304	1.277412223	-0.948779627	1.054116708	0.700630859	0.395944199	0.346345796	0.54493066	123.7702208
-1.581495336	0.782021796	-0.874773314	-0.807227471	0.026663381	-0.008067887	0.241101205	-0.208016406	1.575737295	-1.588930004	1.094527919	1.240493198	-0.267001573	-0.563085097	1.069204379	-0.679714123	0.244312567	-0.675859589	-0.913472204	-0.391229507	0.189491795	-0.306944529	0.15941027	-1.31451102	0.113334335	-1.442866944	0.089772257	-0.986315307	43.23419844
-0.275345302	1.781057602	0.889128186	0.43913244	0.111747237	-1.496035025	0.211611964	-0.903592202	0.448755975	-0.26474008	1.321702299	1.049201523	-1.014026812	-0.170760875	0.049069958	-0.703886446	0.014946614	2.537119494	-0.266416414	-0.85362993	0.782257705	0.73745838	0.376940263	-1.016437786	-0.482485872	1.501881729	-0.274678054	-0.125335001	43.8422421
-1.446379483	1.63056674	0.741400307	-0.072167145	0.488699331	0.286707176	-1.779814752	0.228374341	0.247218457	-1.208254196	0.225290813	0.242846653	-0.137754189	0.955398158	2.478614021	-1.276397626	-1.7552578	0.114729574	-0.362252581	-1.06776793	-0.689288363	-0.421819413	-1.595066915	0.179911757	0.550232791	-0.506681622	1.498420907	-0.135710176	50.58637544
0.211956115	-0.477713464	0.024328677	-1.228492407	1.676861187	1.250080419	0.445366428	-0.132127657	-0.303047368	-0.260463996	0.999669033	0.096649192	-2.078542742	-0.341111932	-0.002248119	-0.495817187	-2.20794487	-0.177539118	-1.322823283	-0.265646768	1.310478024	0.484813282	-1.946799124	-1.463923971	0.950810757	1.292962625	0.794180667	0.044097481	7.14170604
-0.430427275	2.070293954	-1.511682917	-1.031472284	-0.083235234	0.841781984	-0.728718727	-0.039580476	0.390908745	-0.267097366	-0.041368345	-0.431679189	-1.471812896	-0.633936797	0.470510923	0.533973338	-1.350112102	-1.312884044	-0.449447855	-1.399428695	-0.002167712	1.641879716	0.683013083	-1.495469873	0.157226961	0.694064304	0.100261781	-0.17529987	10.90153717
0.076003115	0.125679372	0.870359224	-0.808274358	0.681376909	0.123387761	-2.164903157	0.517690755	-0.776805742	-0.913181992	-0.274915669	-0.979872788	0.761684256	0.265645209	1.742004321	-1.594125327	-0.630271161	-0.407839643	-0.978939928	0.098205069	1.072728395	-0.901958746	0.205577509	0.127330178	1.299888971	2.314319703	-0.06166015	-0.857377645	1.326769318
-1.265739547	-1.245744701	0.548720514	0.771653111	-0.418255684	-1.092766505	-0.415170668	0.489598996	-1.666068271	1.086999215	0.380176888	-0.031274091	-1.137413678	1.608660096	1.889117276	-0.041277798	-0.344341051	0.414443888	-0.035659701	0.699191454	1.29029835	1.124816872	1.309696379	-0.464160451	-1.42476665	-0.385485454	0.110653535	0.205878731	57.10345375
0.128459633	0.186887468	0.764093881	-1.184576366	-0.608339149	1.759045543	-1.800038213	0.304021103	-0.634636689	-0.712774735	0.432215792	0.828026213	-0.270829851	-0.194876186	-0.292721507	-0.16236179	-0.406808241	1.410148709	0.385555912	1.372048646	-0.884647092	1.666376175	0.325121556	1.651686025	0.528857276	0.571957681	-0.579915475	0.256761054	62.73541291
-0.256951368	-0.747629248	-0.339888306	0.942968067	-0.173741787	1.758575063	0.01675411	-0.018247767	0.321847913	0.133322563	-2.70528582	-0.65689263	0.072950455	1.444223086	-0.454787522	-0.795465775	-0.544662241	0.070429649	-1.096908744	0.617064995	-0.084614862	-0.050552025	0.376235267	1.575253192	-0.58767806	0.596852003	0.776683638	-0.883518319	97.89567316
1.033821126	-0.911173311	-1.010470072	0.070336823	-0.641784118	0.025610459	0.506107357	1.323520409	0.506540201	-1.427534075	-0.154485131	0.595595349	-0.165012283	0.861458182	0.516178986	-0.040054548	0.813940341	1.537532279	2.082900028	0.455107281	-0.827596763	0.607938355	1.841178126	1.678579195	0.228838451	-0.129504369	-0.649827989	-0.927186924	51.12029061
0.043159905	0.789638212	-1.167646439	0.174255186	-0.054942363	0.128471422	-0.0448852	0.336967768	-0.087086912	-1.014180962	-0.160634604	0.545726482	0.754909009	-1.200005562	1.091534233	0.617636734	-1.91521069	-1.718807408	-1.24713661	-0.612487116	0.925566822	-1.0035095	-1.135184491	0.55003319	-0.187713586	0.507512229	-0.429138065	-0.296641977	113.6235966
1.138055236	0.078949877	-0.295180206	0.051607839	0.48189917	-0.780919719	1.28575065	1.49366887	-2.365932609	1.086767205	0.786706666	-1.190550533	-0.714485656	0.181751156	1.389500599	0.957311074	1.680513892	-0.501582285	-0.122015735	-1.185679854	0.958777757	0.593118013	-2.20712079	-0.49658994	-2.741724217	0.439190009	0.309941015	1.930123452	4.180506057
1.605178094	-0.895641398	-2.380181137	-1.265638512	0.877878436	-1.715838386	-2.217119006	0.373000435	-0.754976904	0.118802136	-0.120868838	0.247649333	-0.052885165	-0.141084082	0.628100286	1.511245826	0.058692199	-0.424929728	0.475916906	0.163673912	0.694228989	0.334268901	-0.701698643	0.949276843	0.567378761	0.178188256	1.345777984	-1.649465593	30.43069956
-0.081566335	-0.592220468	0.145383928	-0.706074063	0.703925804	0.185377354	0.208798711	0.887209497	-1.82023698	-0.383511684	0.295088549	0.073175641	0.497174644	-1.504160065	1.433703084	0.725515617	0.626670391	1.352265879	0.193585832	0.043976717	0.006233335	-1.574465549	-2.663353571	2.0979145	-1.738961791	-1.514580315	-0.370020788	-0.072546532	68.01635585
2.75270305	0.231751842	-0.574766944	2.659721264	-0.152454293	3.147488949	-1.676734483	1.408566952	-0.555252106	-1.235031602	1.777226742	-0.153028226	1.053182785	-0.175031571	0.145705578	-0.882043204	-0.664547022	1.48347368	-0.271535046	0.355471354	-0.635866742	-1.372263714	-2.599884497	0.175651456	-0.78913634	-0.173741284	0.221654512	0.200642756	40.89904474
-0.622021973	0.857884025	-1.731480037	-0.345594327	-2.002126794	0.914883133	1.306891011	-0.29585387	0.672955828	-1.621040017	1.361136295	0.461688966	0.475735533	0.597937906	0.609481557	0.177079992	0.493339116	0.647625126	-0.073208454	1.327731968	-0.745068555	0.734496768	0.660095171	-1.797352904	2.25463406	-0.069504673	0.594873304	0.605310362	19.74383
0.281603636	-0.84389588	-0.649924615	0.879783777	-1.096028972	-0.267650169	-0.098618402	-0.982936358	-0.010550291	-1.495242553	-0.489852999	0.40596819	-0.424340917	0.147016698	-0.015166304	0.030944503	0.251220031	1.342607615	-0.491888814	1.10318265	1.366133266	-0.060827405	1.275379844	-0.319511114	-0.148477022	-0.240316424	0.526363231	-1.017143713	69.70354774
1.033821737	0.621807408	0.264421635	0.148973712	0.804466067	-2.465930144	-0.884470787	-0.101630608	-0.116729047	-0.599175694	-0.181563239	1.366809848	1.21181953	0.173793969	0.517640553	-0.082260724	0.51444007	-1.522264691	0.934780703	1.670755234	-2.256909717	-0.341247763	-1.753098779	-1.335920118	-1.78077888	0.067164693	0.530405674	-0.424512101	30.97003941
-0.096011852	-0.964148346	0.622315841	1.104049461	0.271970344	0.309636123	0.495171346	-0.599262732	0.584120481	-1.266177546	0.702752241	-0.100206758	-0.252620724	-0.025880669	0.482926809	-0.732380776	-0.174703567	-0.078759952	0.17037046	-2.679881353	-0.651951806	-0.657644045	2.042981763	-0.283227202	1.576661368	0.577193578	0.100316327	0.607582311	18.14105204
-0.483094628	0.267716051	1.108736306	2.012883784	0.722759617	-0.163246538	-1.112787591	-0.549988292	1.066338308	1.088602679	0.88558638	-0.403421785	1.199321464	0.704581584	1.123321315	-0.4838759	0.955191689	0.542288908	-0.325440482	-0.600560249	-0.503214899	0.095689366	-0.949875922	0.405731114	0.350668015	1.042559931	-0.161214899	0.778397683	51.20187442
